"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"J9U3EI54","journalArticle","2013","Filyanov, Atanas; Nas, Aysegül; Volkamer, Melanie; Winandy, Marcel","Poster: On the Usability of Secure GUIs","","","","","http://cups.cs.cmu.edu/soups/2013/posters/soups13_posters-final28.pdf","","2013","2013-08-10 21:10:40","2013-11-26 02:30:55","2013-08-10 21:10:40","","","","","","","Poster","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/ZDE3FBXQ/soups13_posters-final28.pdf; /home/connolly/Zotero/storage/QS3QNMZH/soups13_posters-final28.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A8WFA225","webpage","","","i2b2: Informatics for Integrating Biology & the Bedside","","","","","https://www.i2b2.org/work/i2b2_installations.html","","","2013-10-10 21:24:09","2013-11-26 02:30:11","2013-10-10 21:24:09","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/PMC5F38I/i2b2_installations.html; /home/connolly/Zotero/storage/3F5UWDMU/i2b2_installations.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BK8P4XH9","journalArticle","2009","Denney, Christine; Madden, John; Schriml, Lynn; Musen, Mark; Sedlock, David; Pichler, Elgar; Soldatova, Larisa; Samwald, Matthias; Sonoda, Koji; Statham, David; Stenzhorn, Holger; Batchelor, Colin; Whetzel, Patricia; Bodenreider, Olivier; Wu, Elizabeth; Cheng, Sam; Stephens, Susie; Hart, John; Szalma, Sándor; Hill, John","Creating a Translational Medicine Ontology","Nature Precedings","","1756-0357","10.1038/npre.2009.3686.1","http://precedings.nature.com/doifinder/10.1038/npre.2009.3686.1","","2009-08-26","2013-11-26 02:27:14","2013-11-26 02:27:14","2013-11-26 02:27:14","","","","","","","","","","","","","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/NSUB3668/npre20093686-1.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KR74HJ5K","journalArticle","2010","Klein, Gerwin; Andronick, June; Elphinstone, Kevin; Heiser, Gernot; Cock, David; Derrin, Philip; Elkaduwe, Dhammika; Engelhardt, Kai; Kolanski, Rafal; Norrish, Michael","seL4: formal verification of an operating-system kernel","Communications of the ACM","","","","http://dl.acm.org/citation.cfm?id=1743574","","2010","2013-11-26 02:22:40","2013-11-26 02:22:40","2013-11-26 02:22:40","107–115","","6","53","","","seL4","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/KKTWH2M3/Klein_EHACDEEKNSTW_10.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3R9NC3G","conferencePaper","2009","Klein, Gerwin; Elphinstone, Kevin; Heiser, Gernot; Andronick, June; Cock, David; Derrin, Philip; Elkaduwe, Dhammika; Engelhardt, Kai; Kolanski, Rafal; Norrish, Michael","seL4: Formal verification of an OS kernel","Proceedings of the ACM SIGOPS 22nd symposium on Operating systems principles","","","","http://dl.acm.org/citation.cfm?id=1629596","","2009","2013-11-26 02:22:30","2013-11-26 02:22:30","2013-11-26 02:22:30","207–220","","","","","","seL4","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/CGBPGT7A/Klein_EHACDEEKNSTW_09.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BA5FGHM","thesis","2011","Nanavati, Mihir Sudarshan","Breaking Up is Hard to Do: Security and Functionality in a Commodity Hypervisor","","","","","https://circle.ubc.ca/bitstream/id/125747/ubc_2011_fall_nanavati_mihir.pdf","","2011","2013-11-26 02:14:05","2013-11-26 02:14:05","2013-11-26 02:14:05","","","","","","","Breaking Up is Hard to Do","","","","","The University Of British Columbia","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/EX3EICMQ/specification.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65UK7UEP","journalArticle","1997","Megill, Norman","A Computer Language for Pure Mathematics","","","","","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.102.9230&rep=rep1&type=pdf","","1997","2013-11-26 02:10:19","2013-11-26 02:10:19","2013-11-26 02:10:19","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/JBPZBHAF/metamath.pdf","","fs86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6F7T8546","journalArticle","2012","Hatton, Les","Power-Laws and the Conservation of Information in discrete token systems: Part 1 General Theory","arXiv preprint arXiv:1207.5027","","","","http://arxiv.org/abs/1207.5027","","2012","2013-11-26 02:08:45","2021-12-25 23:01:05","2013-11-26 02:08:45","","","","","","","Power-Laws and the Conservation of Information in discrete token systems","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/HJMC2HGP/arxiv_jul2012_hatton.pdf; /home/connolly/Zotero/storage/EZTP6N4S/arxiv_jul2012_hatton.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FH5SVURT","journalArticle","2007","Hatton, Les","Language subsetting in an industrial context: A comparison of MISRA C 1998 and MISRA C 2004","Information and Software Technology","","","","http://www.sciencedirect.com/science/article/pii/S0950584906000991","","2007","2013-11-26 02:07:52","2021-12-25 23:00:03","2013-11-26 02:07:52","475–482","","5","49","","","Language subsetting in an industrial context","","","","","","","","","","","","Google Scholar","","","","/home/connolly/Zotero/storage/V8D7G76X/MISRA_comp_1105.pdf; /home/connolly/Zotero/storage/XAMMFEVF/MISRA_comp_1105.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TTKSQK43","webpage","","","<div data-edit-id=""node/66/title/und/full""><div class=""field-item"">Moto X</div></div>","Republic Wireless","","","","http://republicwireless.com/moto-x","Be the first to know when Moto X is available.","","2013-10-11 23:39:25","2013-10-11 23:39:25","2013-10-11 23:39:25","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/I9P5MNUU/moto-x.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVMBBRF5","journalArticle","2010","Lynch, Johanna; Goodhart, Frances; Saunders, Yolande; O’Connor, Stephen J.","Screening for psychological distress in patients with lung cancer: results of a clinical audit evaluating the use of the patient Distress Thermometer","Supportive Care in Cancer","","0941-4355, 1433-7339","10.1007/s00520-009-0799-8","http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.springer-6186297f-2b7a-371a-a91f-06b6917a3e28","","2010-01-13","2013-10-10 21:49:21","2013-10-10 21:49:21","2013-10-10 21:49:21","193-202","","2","19","","","Screening for psychological distress in patients with lung cancer","","","","","","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/WRII629B/bwmeta1.element.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQ6CHAHE","journalArticle","2010","Foulkes, William D; Smith, Ian E; Reis-Filho, Jorge S","Triple-negative breast cancer","The New England journal of medicine","","1533-4406","10.1056/NEJMra1001389","","Triple-negative breast cancer, so called because it lacks expression of the estrogen receptor, progesterone receptor, and HER2, is often, but not always, a basal-like breast cancer. This review focuses on its origin, molecular and clinical characteristics, and treatment.","2010-11-11","2013-10-10 21:48:31","2013-10-10 21:48:31","","1938-1948","","20","363","","N. Engl. J. Med.","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 21067385","","","http://www.ncbi.nlm.nih.gov/pubmed/21067385","","Humans; Antineoplastic Agents; Breast Neoplasms; Female; Genes, BRCA1; Mutation; Prognosis; Receptor, erbB-2; Receptors, Estrogen; Receptors, Progesterone; Survival Rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W85CDD25","book","2008","Team, R. Development Core","R: A Language and Environment for Statistical Computing","","","","","http://www.R-project.org","","2008","2013-10-10 21:43:16","2013-10-10 21:43:16","","","","","","","","","","","","","","Vienna, Austria","","","","","","","","ISBN 3-900051-07-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EVUVV4JB","webpage","","","ODM to i2b2 importer - i2b2 Wiki","","","","","https://community.i2b2.org/wiki/display/ODM2i2b2/Home","","","2013-10-10 21:41:48","2013-10-10 21:42:04","2013-10-10 21:41:48","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/VRT7CRSM/Home.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3S64KA9","webpage","","","HERON – KUMC BMI","","","","","https://informatics.kumc.edu/work/wiki/HERON","","","2013-10-10 21:41:32","2013-10-10 21:41:32","2013-10-10 21:41:32","","","","","","","","","","","","","","","","","","","","","","","/home/connolly/Zotero/storage/XR27S698/HERON.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8HRJHMV","bookSection","2009","Gliklich","Registries for evaluating patient outcomes: a user's guide. 2nd ed.","Registries for evaluating patient outcomes: a user's guide. 2nd ed.","","","","http://www.ncbi.nlm.nih.gov/books/NBK49448/","Gliklich RE, Dreyer NA, editors. Registries for evaluating patient outcomes: a user's guide. 2nd ed. Rockville (MD): Agency for Healthcare Research and Quality (US); 2010 Sep. Chapter 1, Patient Registries. Available from: http://www.ncbi.nlm.nih.gov/books/NBK49448/","2009-04","2013-10-10 21:38:13","2013-10-10 21:40:43","2013-10-10 21:38:13","377-381","","","42","","","","","","","","","","","","","","","CrossRef","","","","/home/connolly/Zotero/storage/8R9V5WNT/NBK49448.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQMBG9AF","book","1997","Kimball, Ralph","The data warehousing  toolkit","","978-1-118-07504-3 1-118-07504-8","","","http://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=413352","'The Data Warehouse Lifecycle Toolkit' has become the industry standard for data warehouse design, development, and management. This second edition brings the content up-to-date to reflect the latest set of recommended best practices.","1997","2013-10-10 21:33:04","2013-10-10 21:33:26","2013-10-10 21:33:04","","","","","","","","","","","","Wiley Pub.","Indianapolis, IN","English","","","","","Open WorldCat","","","","","http://www.amazon.com/The-Data-Warehouse-Lifecycle-Toolkit/dp/0470149779","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MDXG7A3","journalArticle","1982","Stead, W.W.; Hammond, W.E.; Straube, M.J.","A Chartless Record--Is It Adequate?","Proceedings of the Annual Symposium on Computer Application in Medical Care","","0195-4210","","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2580254/","The computerized medical record supported by The Medical Record (TMR) has been the only record of physician patient encounters on the nephrology service of the Durham Veteran's Administration Medical Center since April 1981. Physicians using the system evaluated the adequacy of the computerized record as a replacement for the paper chart. The computerized record was able to capture and display all pertinent data. Manual or computerized narratives provided a useful supplement to the core computerized record only in those rare instances that a physician needed to point out which of the data in the record were important to his decision making.","1982-11-02","2013-10-10 21:31:46","2013-10-10 21:31:46","2013-10-10 21:31:46","89-94","","","","","Proc Annu Symp Comput Appl Med Care","","","","","","","","","","","","","PubMed Central","","PMID: null PMCID: PMC2580254","","/home/connolly/Zotero/storage/6QCNT78H/Stead et al. - 1982 - A Chartless Record--Is It Adequate.pdf; ","http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2580254/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BGX7G4CH","journalArticle","2006","Dinu, Valentin; Nadkarni, Prakash; Brandt, Cynthia","Pivoting approaches for bulk extraction of Entity-Attribute-Value data","Computer methods and programs in biomedicine","","0169-2607","10.1016/j.cmpb.2006.02.001","","Entity-Attribute-Value (EAV) data, as present in repositories of clinical patient data, must be transformed (pivoted) into one-column-per-parameter format before it can be used by a variety of analytical programs. Pivoting approaches have not been described in depth in the literature, and existing descriptions are dated. We describe and benchmark three alternative algorithms to perform pivoting of clinical data in the context of a clinical study data management system. We conclude that when the number of attributes to be returned is not too large, it is feasible to use static SQL as the basis for views on the data. An alternative but more complex approach that utilizes hash tables and the presence of abundant random-access-memory can achieve improved performance by reducing the load on the database server.","2006-04","2013-10-10 21:31:12","2013-10-10 21:31:12","","38-43","","1","82","","Comput Methods Programs Biomed","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 16556470","","","http://www.ncbi.nlm.nih.gov/pubmed/16556470","","Humans; Clinical Trials as Topic; Software; Algorithms; Automatic Data Processing; Medical Informatics Applications; Medical Records; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
